,Date of Sale,Address,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Price inc VAT,Year
5390,2010-04-25,"No 40 Harbour Court, Courtmacsherry",Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,190000.0,2010
5391,2010-04-26,"'Tahilla', Holmston Avenue, Glenageary",Dublin,400000.0,Yes,No,Second-Hand Dwelling house /Apartment,400000.0,2010
5392,2010-04-26,"1 Millstream The Links, New Road Portmarnock",Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
5393,2010-04-26,"1 Nuenna Court, Freshford",Kilkenny,117000.0,No,No,Second-Hand Dwelling house /Apartment,117000.0,2010
5394,2010-04-26,"10 Bramble Court, Tullow",Carlow,133000.0,No,No,Second-Hand Dwelling house /Apartment,133000.0,2010
5395,2010-04-26,"11 Castlefield Way, Knocklyon",Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,375000.0,2010
5396,2010-04-26,"114 Monksfield Park, Monksland, Athlone",Westmeath,185000.0,No,Yes,New Dwelling house /Apartment,209975.0,2010
5397,2010-04-26,"12 Atlantic Way, Bundoran",Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,50000.0,2010
5398,2010-04-26,"14 Baroda Court, Newbridge, County Kildare",Kildare,375000.0,No,No,Second-Hand Dwelling house /Apartment,375000.0,2010
5399,2010-04-26,"14 Windsor Park, Monkstown",Dublin,512000.0,No,No,Second-Hand Dwelling house /Apartment,512000.0,2010
5400,2010-04-26,"142 Ros Caoin, Roscam",Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,300000.0,2010
5401,2010-04-26,"15 Knocknagragh, Ballinroad, Dungarven",Waterford,158000.0,No,No,Second-Hand Dwelling house /Apartment,158000.0,2010
5402,2010-04-26,"16, Butterstream Manor, Trim",Meath,159000.0,No,Yes,New Dwelling house /Apartment,180465.0,2010
5403,2010-04-26,"17 Coill Aoibheann, Newtown Road, Wexford",Wexford,325000.0,No,No,Second-Hand Dwelling house /Apartment,325000.0,2010
5404,2010-04-26,"19 The Crescent, Greenfields, Firies  Killarney",Kerry,169000.0,No,Yes,New Dwelling house /Apartment,191815.0,2010
5405,2010-04-26,"19 The Steeples, Moyglare Abbey  Maynooth",Kildare,295000.0,No,No,Second-Hand Dwelling house /Apartment,295000.0,2010
5406,2010-04-26,"2 Bohercom, Bridge St., Loughrea",Galway,175000.0,No,No,Second-Hand Dwelling house /Apartment,175000.0,2010
5407,2010-04-26,"22 Byfield Terrace, Old Youghal Road, Cork",Cork,110000.0,No,No,Second-Hand Dwelling house /Apartment,110000.0,2010
5408,2010-04-26,"22 Rollins Villas, Sallynoggin",Dublin,156000.0,No,No,Second-Hand Dwelling house /Apartment,156000.0,2010
5409,2010-04-26,"24 Capella Court, Langton Cross",Kildare,140000.0,No,Yes,New Dwelling house /Apartment,158900.0,2010
5410,2010-04-26,"25 Byfield Terrace, Old Youghal Road, Cork",Cork,126000.0,No,No,Second-Hand Dwelling house /Apartment,126000.0,2010
5411,2010-04-26,"25 St. Enda's Drive, Rathfarnham",Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,385000.0,2010
5412,2010-04-26,"26 Seabury Lane, Malahide",Dublin,525000.0,No,No,Second-Hand Dwelling house /Apartment,525000.0,2010
5413,2010-04-26,"263 chariesland wood, greystones",Wicklow,250000.0,No,No,Second-Hand Dwelling house /Apartment,250000.0,2010
5414,2010-04-26,"29 Farmhill Road, Goatstown, Dublin 14",Dublin,502000.0,No,No,Second-Hand Dwelling house /Apartment,502000.0,2010
5415,2010-04-26,"30 Power's court, Tulla",Clare,193000.0,No,No,Second-Hand Dwelling house /Apartment,193000.0,2010
5416,2010-04-26,"32 CLANMAURICE ROAD, DONNYCARNEY, DUBLIN",Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,180000.0,2010
5417,2010-04-26,"37A Deepdales, Southern Cross, Bray",Wicklow,378500.0,No,No,Second-Hand Dwelling house /Apartment,378500.0,2010
5418,2010-04-26,"38 Westfield Park, North Circular Road, Limerick",Limerick,357990.0,No,No,Second-Hand Dwelling house /Apartment,357990.0,2010
5419,2010-04-26,"4 Larkhill Road, Sligo",Sligo,85000.0,No,No,Second-Hand Dwelling house /Apartment,85000.0,2010
5420,2010-04-26,"4 Lissadel Grove, Malahide",Dublin,382000.0,No,No,Second-Hand Dwelling house /Apartment,382000.0,2010
5421,2010-04-26,"4 St. Fursey's Terrace, Blackrock",Louth,115000.0,No,No,Second-Hand Dwelling house /Apartment,115000.0,2010
5422,2010-04-26,"42 Oakcourt Lawns, Palmerstown",Dublin,147000.0,No,No,Second-Hand Dwelling house /Apartment,147000.0,2010
5423,2010-04-26,"44 Milbourne Crescent, Slane Road, Ashbourne",Meath,242290.74,No,Yes,New Dwelling house /Apartment,274999.9899,2010
5424,2010-04-26,"5 BELLEWOOD, BALLYNEETY",Limerick,285000.0,No,No,Second-Hand Dwelling house /Apartment,285000.0,2010
5425,2010-04-26,"5 Hollyvale, Forest Hill, Carrigaline",Cork,295154.18,No,Yes,New Dwelling house /Apartment,334999.9943,2010
5426,2010-04-26,"5 The Meaadows, Shanaghy Heights, Ballina",Mayo,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
5427,2010-04-26,"6 Dillon's Row, Maynooth",Kildare,265000.0,No,No,Second-Hand Dwelling house /Apartment,265000.0,2010
5428,2010-04-26,"63 Brocan Wood, Monasterevin",Kildare,263000.0,No,Yes,New Dwelling house /Apartment,298505.0,2010
5429,2010-04-26,"7 The Meadows, Ballyporeen",Tipperary,166299.6,No,Yes,New Dwelling house /Apartment,188750.046,2010
5430,2010-04-26,"7 UPPER ARTANE COTTAGES, MALAHIDE ROAD, ARTANE",Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,275000.0,2010
5431,2010-04-26,"72 Castle Park, Tallaght",Dublin,25000.0,Yes,No,Second-Hand Dwelling house /Apartment,25000.0,2010
5432,2010-04-26,"76 Cluain Glas, Templemore Road, Thurles",Tipperary,110000.0,Yes,No,Second-Hand Dwelling house /Apartment,110000.0,2010
5433,2010-04-26,"79 Drumbear Wood, Cootehill Road, Monaghan",Monaghan,180000.0,No,Yes,New Dwelling house /Apartment,204300.0,2010
5434,2010-04-26,"8  Bridgefield Grove, Curraheen Road, Cork",Cork,295000.0,No,Yes,New Dwelling house /Apartment,334825.0,2010
5435,2010-04-26,"8 The meadows, Drumlish, Co. Longford",Longford,110000.0,No,No,Second-Hand Dwelling house /Apartment,110000.0,2010
5436,2010-04-26,"9 sli an Bhradain, claregalway",Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
5437,2010-04-26,"9 St. Laurence's Park, Wicklow Town",Wicklow,210000.0,No,No,Second-Hand Dwelling house /Apartment,210000.0,2010
5438,2010-04-26,"99 Benmadigan Road, Drimnagh, Dublin 12",Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,230000.0,2010
5439,2010-04-26,"apartment 8 fort ostman, old county road, crumlin",Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,190000.0,2010
5440,2010-04-26,"Apt 22  Block C, Doonbeg House, Clare Village  Dublin 17",Dublin,169950.0,No,Yes,New Dwelling house /Apartment,192893.25,2010
5441,2010-04-26,"apt 4 bakers court, ballyshannon",Donegal,140088.0,No,Yes,New Dwelling house /Apartment,158999.88,2010
5442,2010-04-26,"Apt.#5  Cill Tullaigh House, Upper Newcastle",Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,225000.0,2010
5443,2010-04-26,"BALLINSKEA, BACONSTOWN, ENFIELD",Meath,293000.0,No,No,Second-Hand Dwelling house /Apartment,293000.0,2010
5444,2010-04-26,"Ballyanrahan, Patrickswell, Co Limerick",Limerick,131000.0,No,No,Second-Hand Dwelling house /Apartment,131000.0,2010
5445,2010-04-26,"Ballymahon, Longford",Longford,30000.0,No,No,Second-Hand Dwelling house /Apartment,30000.0,2010
5446,2010-04-26,"Belmont House Stud, Belmont  Birr",Offaly,34500.0,Yes,No,Second-Hand Dwelling house /Apartment,34500.0,2010
5447,2010-04-26,"Carrowcarden, Enniscrone",Sligo,300000.0,No,No,Second-Hand Dwelling house /Apartment,300000.0,2010
5448,2010-04-26,"Casheloogary, Inver",Donegal,115000.0,No,No,Second-Hand Dwelling house /Apartment,115000.0,2010
5449,2010-04-26,"Clonfert Demesne, Ballinaloe",Galway,70000.0,No,Yes,New Dwelling house /Apartment,79450.0,2010
5450,2010-04-26,"Footstown, Lobinstown, Navan",Meath,60000.0,No,No,Second-Hand Dwelling house /Apartment,60000.0,2010
5451,2010-04-26,"Hazeldene, Ashley Court, Tullamore",Offaly,450000.0,No,No,Second-Hand Dwelling house /Apartment,450000.0,2010
5452,2010-04-26,"Jaunty Cottage, Ballymacgibbon North, Cross Cong",Mayo,300000.0,No,No,Second-Hand Dwelling house /Apartment,300000.0,2010
5453,2010-04-26,"Kilmorebrannagh, Enfield",Kildare,760000.0,No,No,Second-Hand Dwelling house /Apartment,760000.0,2010
5454,2010-04-26,"Kilmore, Kilcock",Meath,250000.0,No,Yes,New Dwelling house /Apartment,283750.0,2010
5455,2010-04-26,"Magherabane, Cloghan",Offaly,80000.0,No,No,Second-Hand Dwelling house /Apartment,80000.0,2010
5456,2010-04-26,"Moyvore, Mullingar",Westmeath,100000.0,No,No,Second-Hand Dwelling house /Apartment,100000.0,2010
5457,2010-04-26,"ROCKROHAN COURT, MODEL FARM ROAD",Cork,1355000.0,No,No,Second-Hand Dwelling house /Apartment,1355000.0,2010
5458,2010-04-26,"Templetown, Greenore, Dundalk",Louth,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
5459,2010-04-26,"The Old Stone House, Maulagallane, Skibereen",Cork,310000.0,No,No,Second-Hand Dwelling house /Apartment,310000.0,2010
5460,2010-04-26,"Tonlemone, Cloghan",Offaly,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
5461,2010-04-26,"Trujillo, 41a Uam Var Grove, Bishopstown",Cork,245000.0,No,No,Second-Hand Dwelling house /Apartment,245000.0,2010
5462,2010-04-26,"Villa Elena, 15 Glendale Grove, Glasheen",Cork,296000.0,No,No,Second-Hand Dwelling house /Apartment,296000.0,2010
5463,2010-04-26,"Whitefields, Donacarney",Meath,810000.0,No,No,Second-Hand Dwelling house /Apartment,810000.0,2010
5464,2010-04-27,"'Foxbury', Corramacorra, Murrtintown",Wexford,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
5465,2010-04-27,"1 Wendon Drive, Delgany Wood, Delgany",Wicklow,428175.0,No,Yes,New Dwelling house /Apartment,485978.625,2010
5466,2010-04-27,"10 Westway Lawn, Blanchardstown, Dublin 15",Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,180000.0,2010
5467,2010-04-27,"11 The Showgrounds, Rathdowney",Laois,62356.0,Yes,No,Second-Hand Dwelling house /Apartment,62356.0,2010
5468,2010-04-27,"12 The Paddocks Crescent, Adamstown",Dublin,285000.0,No,Yes,New Dwelling house /Apartment,323475.0,2010
5469,2010-04-27,"13 McCabe Villas, Booterstown",Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
5470,2010-04-27,"16 Roebuck Road, Clonskeagh, Dublin 14",Dublin,700000.0,No,No,Second-Hand Dwelling house /Apartment,700000.0,2010
5471,2010-04-27,"169 Premier Square, Finglas",Dublin,192000.0,No,No,Second-Hand Dwelling house /Apartment,192000.0,2010
5472,2010-04-27,"19 Carrigfadda, Skibbereen",Cork,305000.0,No,No,Second-Hand Dwelling house /Apartment,305000.0,2010
5473,2010-04-27,"19 Conquer Hill, Clontarf, Dublin 3",Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,250000.0,2010
5474,2010-04-27,"19 Davis Terrace, Clonmel",Tipperary,217000.0,No,No,Second-Hand Dwelling house /Apartment,217000.0,2010
5475,2010-04-27,"2 Milestown, Castlebellingham",Louth,145000.0,No,No,Second-Hand Dwelling house /Apartment,145000.0,2010
5476,2010-04-27,"20 Cill Greine, Lismonaghan, Letterkenny",Donegal,115000.0,No,Yes,New Dwelling house /Apartment,130525.0,2010
5477,2010-04-27,"20 Cois Abhainn, Gurteen, County Sligo",Sligo,103964.75,No,Yes,New Dwelling house /Apartment,117999.99125,2010
5478,2010-04-27,"20 Cois Na hAbahainn, Gurteen",Sligo,103964.75,No,Yes,New Dwelling house /Apartment,117999.99125,2010
5479,2010-04-27,"20 Liosan, Newcastlewest, newcastlewest",Limerick,179000.0,No,No,Second-Hand Dwelling house /Apartment,179000.0,2010
5480,2010-04-27,"23 Cluain Dara, Derrinturn, Carbury",Kildare,165000.0,No,No,Second-Hand Dwelling house /Apartment,165000.0,2010
5481,2010-04-27,"29 Oakley Park, Clontarf, Dublin 3",Dublin,507000.0,No,No,Second-Hand Dwelling house /Apartment,507000.0,2010
5482,2010-04-27,"39 River Grove, Oranmore",Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,225000.0,2010
5483,2010-04-27,"40 Abbeyfield, Balitore",Kildare,190000.0,No,Yes,New Dwelling house /Apartment,215650.0,2010
5484,2010-04-27,"5 The Meadows, Ballybrit, Galway",Galway,235000.0,No,No,Second-Hand Dwelling house /Apartment,235000.0,2010
5485,2010-04-27,"5 Willow Park Lawn, Glasnevin",Dublin,315000.0,No,No,Second-Hand Dwelling house /Apartment,315000.0,2010
5486,2010-04-27,"50 The Glasslyn, Bandon",Cork,93400.0,No,No,Second-Hand Dwelling house /Apartment,93400.0,2010
5487,2010-04-27,"57 Castlegate Park, Adamstown Castle, Adamstown",Dublin,171134.0,No,Yes,New Dwelling house /Apartment,194237.09,2010
5488,2010-04-27,"63 The Grove, Hunters Run, Clonee",Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
5489,2010-04-27,"8 Linnetsfield Walk, Castaheany, Dublin 15",Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
5490,2010-04-27,"8 Pairc na Cille, Lorrha, Nenagh",Tipperary,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
5491,2010-04-27,"86 Cluain Arra, Newcastlewest",Limerick,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
5492,2010-04-27,"9 The Strands, Circular Road, Kilkee",Clare,162000.0,No,No,Second-Hand Dwelling house /Apartment,162000.0,2010
5493,2010-04-27,"apartment 10, 26 st. james's walk, rialto",Dublin,200440.52,No,Yes,New Dwelling house /Apartment,227499.9902,2010
5494,2010-04-27,"Apartment 21  Block B, Howth Junction Court, St. Donagh's Road",Dublin,202643.17,No,Yes,New Dwelling house /Apartment,229999.99795000002,2010
5495,2010-04-27,"Baneshane, Midleton",Cork,485000.0,No,No,Second-Hand Dwelling house /Apartment,485000.0,2010
5496,2010-04-27,"COOLMOREEN, INNISHANNON",Cork,127000.0,No,No,Second-Hand Dwelling house /Apartment,127000.0,2010
5497,2010-04-27,"Corbally, Cummer",Galway,305000.0,No,No,Second-Hand Dwelling house /Apartment,305000.0,2010
5498,2010-04-27,"Deanhill, Hayes, Navan",Meath,180000.0,No,No,Second-Hand Dwelling house /Apartment,180000.0,2010
5499,2010-04-27,"Duplex Unit 3, Fair Green, Mallow",Cork,235000.0,No,Yes,New Dwelling house /Apartment,266725.0,2010
5500,2010-04-27,"Grattan St, Ballymote",Sligo,80000.0,No,No,Second-Hand Dwelling house /Apartment,80000.0,2010
5501,2010-04-27,"Lir Cottage, Ballyhimmin, Castlecomer",Kilkenny,100000.0,No,No,Second-Hand Dwelling house /Apartment,100000.0,2010
5502,2010-04-27,"Milestown, Castlebellingham",Louth,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,150000.0,2010
5503,2010-04-27,"Moore's Road, Marlfield, Clonmel",Tipperary,470000.0,No,No,Second-Hand Dwelling house /Apartment,470000.0,2010
5504,2010-04-27,"Newtown, Trim",Meath,337500.0,No,No,Second-Hand Dwelling house /Apartment,337500.0,2010
5505,2010-04-27,"Prospect Hill, Dunmanway",Cork,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
5506,2010-04-27,"RIVERSLADE, BALLINA",Mayo,420000.0,No,No,Second-Hand Dwelling house /Apartment,420000.0,2010
5507,2010-04-27,"ronnoco vilia, lkillerisk rd, tralee",Kerry,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
5508,2010-04-28,"1 Knightsbrook Court, Trim",Meath,525000.0,No,No,Second-Hand Dwelling house /Apartment,525000.0,2010
5509,2010-04-28,"11 AN GARRAN, BALLYRAINE, LETTERKENNY",Donegal,40000.0,No,Yes,New Dwelling house /Apartment,45400.0,2010
5510,2010-04-28,"11 Ashdale Close, Kinsealy Court, Kinsealy",Dublin,157042.58,Yes,No,Second-Hand Dwelling house /Apartment,157042.58,2010
5511,2010-04-28,"115 Westend Gate, Cookstown Way, Tallaght Dublin 24",Dublin,149950.0,No,No,Second-Hand Dwelling house /Apartment,149950.0,2010
5512,2010-04-28,"13 Argyle Road, Donnybrook",Dublin,2011999.99,No,No,Second-Hand Dwelling house /Apartment,2011999.99,2010
5513,2010-04-28,"13 Cannonbrook Park, Lucan",Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,280000.0,2010
5514,2010-04-28,"13 MERRION HALL, MOUNT MERRION  AVENUE, BLACKROCK",Dublin,308370.04,No,Yes,New Dwelling house /Apartment,349999.99539999996,2010
5515,2010-04-28,"132 The Heath, Ramsgate Village, Gorey",Wexford,164958.93,No,Yes,New Dwelling house /Apartment,187228.38555,2010
5516,2010-04-28,"14 The View, Newtown Manor, Kill",Kildare,255000.0,No,Yes,New Dwelling house /Apartment,289425.0,2010
5517,2010-04-28,"140 Morristown Wood, Cornelscourt, Newbridge",Kildare,385000.0,No,Yes,New Dwelling house /Apartment,436975.0,2010
5518,2010-04-28,"148 Kingsbry, Maynooth",Kildare,258000.0,No,No,Second-Hand Dwelling house /Apartment,258000.0,2010
5519,2010-04-28,"15 Colthurst Road, Lucan",Dublin,226000.0,No,No,Second-Hand Dwelling house /Apartment,226000.0,2010
5520,2010-04-28,"15 Woodview, Lucan, Co Dublin",Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,335000.0,2010
5521,2010-04-28,"16 Allendale Elms, Clonsilla, Dublin 15",Dublin,193000.0,No,No,Second-Hand Dwelling house /Apartment,193000.0,2010
5522,2010-04-28,"16 Weavers Way, Wheaton Hall, Drogheda",Louth,224250.0,No,No,Second-Hand Dwelling house /Apartment,224250.0,2010
5523,2010-04-28,"17 Manor Road, Lehenaghmore, Co. Cork",Cork,201762.0,No,Yes,New Dwelling house /Apartment,228999.87,2010
5524,2010-04-28,"18 Beacon Hill, Fahan",Donegal,233480.0,No,Yes,New Dwelling house /Apartment,264999.8,2010
5525,2010-04-28,"19 Beverly Grove, Knocklyon, Dublin 16",Dublin,318000.0,No,No,Second-Hand Dwelling house /Apartment,318000.0,2010
5526,2010-04-28,"19 Kilgarve Gardens, Creagh, Ballinasloe",Galway,265000.0,No,No,Second-Hand Dwelling house /Apartment,265000.0,2010
5527,2010-04-28,"19 MERRION HALL, MOUNT MERRION AVENUE, BLACKROCK",Dublin,308370.04,No,Yes,New Dwelling house /Apartment,349999.99539999996,2010
5528,2010-04-28,"23 Tynan Hall Park, Tynan Hall, Tallaght",Dublin,340000.0,No,Yes,New Dwelling house /Apartment,385900.0,2010
5529,2010-04-28,"25 Monastery Gate Villas, Clondalkin",Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,400000.0,2010
5530,2010-04-28,"27 The Avenue, Highfield Park, Ballincollig",Cork,229074.88,No,Yes,New Dwelling house /Apartment,259999.98880000002,2010
5531,2010-04-28,"28 The Garnish, Lancaster Gate, Lancaster Quay",Cork,303964.0,No,Yes,New Dwelling house /Apartment,344999.14,2010
5532,2010-04-28,"3 ARd Evin Rise, Monasterevan",Kildare,183000.0,No,No,Second-Hand Dwelling house /Apartment,183000.0,2010
5533,2010-04-28,"31 Celtic Park Road, Whitehall, Dublin 9",Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,335000.0,2010
5534,2010-04-28,"32 Georges Street, Drogheda",Louth,45000.0,No,No,Second-Hand Dwelling house /Apartment,45000.0,2010
5535,2010-04-28,"4  The Dale, Manorfields, Clonee",Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
5536,2010-04-28,"4 Arkle Square, The Chase  Foxrock, Dublin",Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,370000.0,2010
5537,2010-04-28,"4 Ballynakelly Rise, Newcastle Lyons, Newcastle",Dublin,119950.0,No,Yes,New Dwelling house /Apartment,136143.25,2010
5538,2010-04-28,"4 Foalies Bridge, Belturbet",Cavan,176000.0,No,Yes,New Dwelling house /Apartment,199760.0,2010
5539,2010-04-28,"4 Foxhaven, Lackan, Gorey",Wexford,286344.0,No,Yes,New Dwelling house /Apartment,325000.44,2010
5540,2010-04-28,"4 Woodbrook Court, Tralee",Kerry,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,80000.0,2010
5541,2010-04-28,"44 Crestwood, Coolough Road, Galway",Galway,195000.0,No,No,Second-Hand Dwelling house /Apartment,195000.0,2010
5542,2010-04-28,"47 Crawford Woods, Church Hill, Glanmire",Cork,345374.45,No,Yes,New Dwelling house /Apartment,392000.00075,2010
5543,2010-04-28,"5 Tullybrook, Slane Road, Drogheda",Louth,202599.12,No,Yes,New Dwelling house /Apartment,229950.0012,2010
5544,2010-04-28,"51 Russell Court, Dooradoyle, Limerick",Limerick,163000.0,No,No,Second-Hand Dwelling house /Apartment,163000.0,2010
5545,2010-04-28,"52 Bridgemeadow, Milehouse Road, Enniscorthy",Wexford,147500.0,No,Yes,New Dwelling house /Apartment,167412.5,2010
5546,2010-04-28,"53 St Begnets Villas, Dalkey, Co.Dublin",Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,405000.0,2010
5547,2010-04-28,"53 Townspark Manor, Kells",Meath,210000.0,No,Yes,New Dwelling house /Apartment,238350.0,2010
5548,2010-04-28,"58 Park Crescent House, Blackhorse Avenue, Dublin 7",Dublin,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,100000.0,2010
5549,2010-04-28,"6  Convent Lane, Skerries",Dublin,198000.0,No,No,Second-Hand Dwelling house /Apartment,198000.0,2010
5550,2010-04-28,"63 The Rise  Meadowvale, Arklow, Arklow",Wicklow,190000.0,No,Yes,New Dwelling house /Apartment,215650.0,2010
5551,2010-04-28,"70 Cuil Na Canalach, Pollboy, Ballinasloe",Galway,165000.0,No,Yes,New Dwelling house /Apartment,187275.0,2010
5552,2010-04-28,"70 Hawthorn Drive, Newcastle West",Limerick,185000.0,No,No,Second-Hand Dwelling house /Apartment,185000.0,2010
5553,2010-04-28,"79 Church Road, Eastwall, Dublin 3",Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
5554,2010-04-28,"8 Strawhall, Off Gerald Griffin Street, Cork",Cork,15000.0,No,No,Second-Hand Dwelling house /Apartment,15000.0,2010
5555,2010-04-28,"86 BLUEBELL WOODS, ORANMORE",Galway,55000.0,No,No,Second-Hand Dwelling house /Apartment,55000.0,2010
5556,2010-04-28,"9 KINCORA, BALLINA",Tipperary,250000.0,No,No,Second-Hand Dwelling house /Apartment,250000.0,2010
5557,2010-04-28,"9 Woodlawn, Modelfarm Road",Cork,325000.0,No,No,Second-Hand Dwelling house /Apartment,325000.0,2010
5558,2010-04-28,"93 Limekiln Wood, Navan",Meath,195000.0,No,No,Second-Hand Dwelling house /Apartment,195000.0,2010
5559,2010-04-28,"93 THE WAXWORKS, RATHBOURNE ROAD, RATHBOURNE VILLAGE",Dublin,189427.31,No,Yes,New Dwelling house /Apartment,214999.99685,2010
5560,2010-04-28,"Apartment 12, Carrington Park  Northwood, Santry",Dublin,210000.0,No,Yes,New Dwelling house /Apartment,238350.0,2010
5561,2010-04-28,"apartment 13, 86 Reuben Street, Rialto",Dublin,222026.43,No,Yes,New Dwelling house /Apartment,251999.99805,2010
5562,2010-04-28,"Apartment No. A42/42A, Drumbear Wood, Monaghan",Monaghan,120000.0,No,Yes,New Dwelling house /Apartment,136200.0,2010
5563,2010-04-28,"Ardcullen, Endsleigh Park, Douglas Road",Cork,410000.0,Yes,No,Second-Hand Dwelling house /Apartment,410000.0,2010
5564,2010-04-28,"Carriganure, Kilmeaden",Waterford,240000.0,No,No,Second-Hand Dwelling house /Apartment,240000.0,2010
5565,2010-04-28,"Dunneil, Dromore West",Sligo,150000.0,No,Yes,New Dwelling house /Apartment,170250.0,2010
5566,2010-04-28,"Dysart, Kimberley Road, Greystones",Wicklow,665000.0,No,No,Second-Hand Dwelling house /Apartment,665000.0,2010
5567,2010-04-28,"Ennisnag, Stoneyford",Kilkenny,235000.0,No,Yes,New Dwelling house /Apartment,266725.0,2010
5568,2010-04-28,"Grantooha, Kilrush",Clare,50000.0,No,No,Second-Hand Dwelling house /Apartment,50000.0,2010
5569,2010-04-28,"Lisavaird Parish House, Lisavaird, Clonakilty",Cork,103000.0,No,No,Second-Hand Dwelling house /Apartment,103000.0,2010
5570,2010-04-28,"Main Street, bailieborough road, Kinscourt",Cavan,127000.0,No,No,Second-Hand Dwelling house /Apartment,127000.0,2010
5571,2010-04-28,"MAIN STREET, BALLYLONGFORD",Kerry,95000.0,No,No,Second-Hand Dwelling house /Apartment,95000.0,2010
5572,2010-04-28,"Main Street, Liscannor, County Clare",Clare,181612.0,No,No,Second-Hand Dwelling house /Apartment,181612.0,2010
5573,2010-04-28,"No 1 Tyleadon Heights, Milltown",Monaghan,264317.0,No,Yes,New Dwelling house /Apartment,299999.795,2010
5574,2010-04-28,"No 19 Church View, Eden Gate, Delgany",Wicklow,625550.67,No,Yes,New Dwelling house /Apartment,710000.0104500001,2010
5575,2010-04-28,"No 5 Cluain Ban, Termonbarry",Roscommon,86502.73,No,Yes,New Dwelling house /Apartment,98180.59855,2010
5576,2010-04-28,"Rathanny, Hospital",Limerick,182000.0,No,No,Second-Hand Dwelling house /Apartment,182000.0,2010
5577,2010-04-28,"Rinnanny, Ballaghaderreen",Mayo,37000.0,No,No,Second-Hand Dwelling house /Apartment,37000.0,2010
5578,2010-04-28,"Rose Cottage, Camden Road, Crosshaven",Cork,50000.0,No,No,Second-Hand Dwelling house /Apartment,50000.0,2010
5579,2010-04-28,"Rostellan, Killincarrig Road, Greystones",Wicklow,950000.0,No,No,Second-Hand Dwelling house /Apartment,950000.0,2010
5580,2010-04-28,"The Old Dispensary, Ardrahan",Galway,365000.0,No,No,Second-Hand Dwelling house /Apartment,365000.0,2010
5581,2010-04-28,"Tooloobaun, Kiltullagh, Athenry",Galway,215859.0,No,Yes,New Dwelling house /Apartment,244999.965,2010
5582,2010-04-28,"Turloughmore, Taughmaconnell, Ballinasloe",Roscommon,100000.0,No,No,Second-Hand Dwelling house /Apartment,100000.0,2010
5583,2010-04-29,"'Neidin', Curryline, Newtownforbes",Longford,330000.0,No,Yes,New Dwelling house /Apartment,374550.0,2010
5584,2010-04-29,"1 Alder Lodge, Farmleigh Woods, White's Road  Castleknock",Dublin,355000.0,No,Yes,New Dwelling house /Apartment,402925.0,2010
5585,2010-04-29,"1 Forster Court, Forster Street",Galway,390000.0,No,No,Second-Hand Dwelling house /Apartment,390000.0,2010
5586,2010-04-29,"1 Pairc na Blathanna, Kilkee",Cork,300000.0,No,Yes,New Dwelling house /Apartment,340500.0,2010
5587,2010-04-29,"1 The Avenue, Wetherton, Bandon",Cork,178000.0,No,No,Second-Hand Dwelling house /Apartment,178000.0,2010
5588,2010-04-29,"1 Whitethorn Park, Letterkenny",Donegal,195000.0,No,No,Second-Hand Dwelling house /Apartment,195000.0,2010
