,Date of Sale,Address,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Price inc VAT,Year
5589,2010-04-29,"10  Capella Court, Langton Cross, Newbridge",Kildare,101239.66,No,Yes,New Dwelling house /Apartment,114907.0141,2010
5590,2010-04-29,"10 Thomastown House, Spencer Dock, Dublin 1",Dublin,185000.0,No,Yes,New Dwelling house /Apartment,209975.0,2010
5591,2010-04-29,"10 Tolka Estate, Glasnevin, Dublin 11",Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,260000.0,2010
5592,2010-04-29,"100 belarmine plaza, enniskerry road, stepaside",Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
5593,2010-04-29,"106 TIME PLACE, 21 CORRIG ROAD, SANDYFORD",Dublin,264317.15,No,Yes,New Dwelling house /Apartment,299999.96525,2010
5594,2010-04-29,"11 AN CRANNOG, KINGSCOURT ROAD, CARRICKMACROSS",Monaghan,150000.0,No,Yes,New Dwelling house /Apartment,170250.0,2010
5595,2010-04-29,"11 FORTWELL RD, LETTERKENNY",Donegal,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
5596,2010-04-29,"11 Shrewsbury, Off Shrewsbury Park, Ballsbridge",Dublin,760000.0,No,No,Second-Hand Dwelling house /Apartment,760000.0,2010
5597,2010-04-29,"11 The Green, Ocean Links, Strandhill",Sligo,320000.0,No,No,Second-Hand Dwelling house /Apartment,320000.0,2010
5598,2010-04-29,"111 claremont crescent, glasnevin",Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,365000.0,2010
5599,2010-04-29,"117 Ballyroan Road, Rathfarnham",Dublin,585000.0,No,No,Second-Hand Dwelling house /Apartment,585000.0,2010
5600,2010-04-29,"12 a st james terrace, dolphins barn, south circular road",Dublin,50000.0,No,No,Second-Hand Dwelling house /Apartment,50000.0,2010
5601,2010-04-29,"12 Ballycrone Manor, Kilcoole",Wicklow,295000.0,No,Yes,New Dwelling house /Apartment,334825.0,2010
5602,2010-04-29,"121 Ferguson Road, Drumcondra, Dublin 9",Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,280000.0,2010
5603,2010-04-29,"129 Harbour View, Crofton Road, Dun Laoghaire",Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
5604,2010-04-29,"12, Cranford Pines, Ballincollig",Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
5605,2010-04-29,"13 Gulistan Place, Rathmines",Dublin,194000.0,No,No,Second-Hand Dwelling house /Apartment,194000.0,2010
5606,2010-04-29,"139 Shanowen, Rathcormac, Cork",Cork,220265.0,No,Yes,New Dwelling house /Apartment,250000.775,2010
5607,2010-04-29,"14 Manorfields Avenue, Clonee, Dublin 15",Dublin,267500.0,No,No,Second-Hand Dwelling house /Apartment,267500.0,2010
5608,2010-04-29,"14 Old Youghal Road, Cork",Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
5609,2010-04-29,"14 Wallace Road, Walkinstown",Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,245000.0,2010
5610,2010-04-29,"15 Beachside Rise, Ardamine",Wexford,124000.0,No,No,Second-Hand Dwelling house /Apartment,124000.0,2010
5611,2010-04-29,"16 Marlfield Grove, Tallaght",Dublin,162000.0,No,No,Second-Hand Dwelling house /Apartment,162000.0,2010
5612,2010-04-29,"16 Preston Brook, Rathangan, Co. Kildare",Kildare,189427.3,No,Yes,New Dwelling house /Apartment,214999.98549999998,2010
5613,2010-04-29,"16 Sli Bhearu, Cois Bhearu, Athy",Kildare,172500.0,No,No,Second-Hand Dwelling house /Apartment,172500.0,2010
5614,2010-04-29,"167 Fernwood, Ballinglanna, Glanmire",Cork,275000.0,No,Yes,New Dwelling house /Apartment,312125.0,2010
5615,2010-04-29,"171 Aulden Grange, Santry, Dublin 9",Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
5616,2010-04-29,"18 Carrowhubbock Holkiday Village, Enniscrone",Sligo,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
5617,2010-04-29,"18 Lavallin Avenue, Whitechurch",Cork,233480.17,No,Yes,New Dwelling house /Apartment,264999.99295000004,2010
5618,2010-04-29,"19 Byfield Terrace, Old Youghal Road, Cork",Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,200000.0,2010
5619,2010-04-29,"1Cherrymount, Rampark, Jenkinstown",Louth,422000.0,No,No,Second-Hand Dwelling house /Apartment,422000.0,2010
5620,2010-04-29,"2  Loisnagreine, Lissivigeen, Killarney",Kerry,370000.0,No,No,Second-Hand Dwelling house /Apartment,370000.0,2010
5621,2010-04-29,"2 Ard Na Carraige, Ballineen",Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,190000.0,2010
5622,2010-04-29,"2 Holywell Crescent, Sea road, Kilcoole",Wicklow,195000.0,No,Yes,New Dwelling house /Apartment,221325.0,2010
5623,2010-04-29,"2 Strand Road, Dugort, Achill",Mayo,195000.0,No,No,Second-Hand Dwelling house /Apartment,195000.0,2010
5624,2010-04-29,"2 The Vale, Coolroe, Ballincollig",Cork,381000.0,No,No,Second-Hand Dwelling house /Apartment,381000.0,2010
5625,2010-04-29,"203 Bridgewater Quay, Bridgewater Centre, Arklow",Wicklow,171806.16,No,Yes,New Dwelling house /Apartment,194999.9916,2010
5626,2010-04-29,"21 Glendine Court, Kilkenny",Kilkenny,350000.0,No,No,Second-Hand Dwelling house /Apartment,350000.0,2010
5627,2010-04-29,"21 St Mochtas Green, Clonsilla, Dublin 15",Dublin,233000.0,No,No,Second-Hand Dwelling house /Apartment,233000.0,2010
5628,2010-04-29,"23  Bridgewater, Carrigrohane",Cork,531000.0,No,No,Second-Hand Dwelling house /Apartment,531000.0,2010
5629,2010-04-29,"24 Davis Road, Shantalla",Galway,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,150000.0,2010
5630,2010-04-29,"25 Mount Nebo Avenue, Gurranabraher, Cork",Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,200000.0,2010
5631,2010-04-29,"25 Rafters Road, Drimnagh",Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,180000.0,2010
5632,2010-04-29,"29 JOYCE ROAD, LUSK VILLAGE, LUSK",Dublin,185022.0,No,Yes,New Dwelling house /Apartment,209999.97,2010
5633,2010-04-29,"30 Marine Drive, Sandymount, Dublin 4",Dublin,624000.0,No,No,Second-Hand Dwelling house /Apartment,624000.0,2010
5634,2010-04-29,"34 Lansdowne Road, Portarlington, Co. Laois",Laois,151983.0,No,Yes,New Dwelling house /Apartment,172500.705,2010
5635,2010-04-29,"37 Adamstown Way, Adamstown Square, Lucan",Dublin,193832.6,No,Yes,New Dwelling house /Apartment,220000.00100000002,2010
5636,2010-04-29,"38 Wolfe Tone Square West, Bray",Wicklow,203000.0,No,No,Second-Hand Dwelling house /Apartment,203000.0,2010
5637,2010-04-29,"4 Bayswater Terrace, Sandycove, Co. Dublin",Dublin,7500.0,No,No,Second-Hand Dwelling house /Apartment,7500.0,2010
5638,2010-04-29,"4 Brodeen Cottages, Cashel Road, Tipperary",Tipperary,86000.0,No,No,Second-Hand Dwelling house /Apartment,86000.0,2010
5639,2010-04-29,"4 Lee View, Old Youghal Road, Cork",Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
5640,2010-04-29,"42 Capella Court, Langton Cross, NEwbrige",Kildare,155000.0,No,Yes,New Dwelling house /Apartment,175925.0,2010
5641,2010-04-29,"42 Marwood Lawn, Glanmire",Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,250000.0,2010
5642,2010-04-29,"43 Carrabeag, Newport Road, Castlebar",Mayo,163500.0,No,Yes,New Dwelling house /Apartment,185572.5,2010
5643,2010-04-29,"47 Pomeroy Park, Rathangan",Kildare,184977.0,No,Yes,New Dwelling house /Apartment,209948.895,2010
5644,2010-04-29,"47 Railway Avenue, Inchicore, Dublin 8",Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,240000.0,2010
5645,2010-04-29,"48 Cloncurry House, Spencer Dock, North Wall Quay",Dublin,165000.0,No,Yes,New Dwelling house /Apartment,187275.0,2010
5646,2010-04-29,"48b Belmayne Avenue, Belmayne, Balgriffin",Dublin,156548.01,No,Yes,New Dwelling house /Apartment,177681.99135000003,2010
5647,2010-04-29,"5 Holywell Way, Sea Road, Kilcoole",Wicklow,336938.0,No,Yes,New Dwelling house /Apartment,382424.63,2010
5648,2010-04-29,"5 The Green, Dunboyne, Luttrell Hall",Meath,380000.0,No,No,Second-Hand Dwelling house /Apartment,380000.0,2010
5649,2010-04-29,"53 heathfield park, cappagh road, finglas",Dublin,210528.0,No,Yes,New Dwelling house /Apartment,238949.28,2010
5650,2010-04-29,"55 Beechcroft, Summerhill",Meath,160000.0,No,No,Second-Hand Dwelling house /Apartment,160000.0,2010
5651,2010-04-29,"59a Belmayne Avenue, Belmayne, Balgriffin",Dublin,156548.01,No,Yes,New Dwelling house /Apartment,177681.99135000003,2010
5652,2010-04-29,"6  Glen Corrin, Watergrasshill",Cork,298347.1,No,Yes,New Dwelling house /Apartment,338623.95849999995,2010
5653,2010-04-29,"6 Ballylannidy, Shannaway Road, Ennis",Clare,705000.0,No,No,Second-Hand Dwelling house /Apartment,705000.0,2010
5654,2010-04-29,"6 Glenanaar, Boreenmanna Road, Cork",Cork,214000.0,No,No,Second-Hand Dwelling house /Apartment,214000.0,2010
5655,2010-04-29,"6 Townparks Manor, Rockfield Road, Kells",Meath,330995.0,No,Yes,New Dwelling house /Apartment,375679.325,2010
5656,2010-04-29,"60 The Park, Lakepoint Park, Mullingar",Westmeath,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
5657,2010-04-29,"65  BRAYTON PARK, KILCOCK",Kildare,267500.0,No,No,Second-Hand Dwelling house /Apartment,267500.0,2010
5658,2010-04-29,"68 Main Street, Belmayne, Balgriffin",Dublin,126338.32,No,Yes,New Dwelling house /Apartment,143393.9932,2010
5659,2010-04-29,"7 The Walk, Herons Wood, Carrigaline",Cork,203000.0,No,No,Second-Hand Dwelling house /Apartment,203000.0,2010
5660,2010-04-29,"7 Tritonville Avenue, Sandymount, Dublin 4",Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,480000.0,2010
5661,2010-04-29,"7 VIOLET HILL DRIVE, GLASNEVIN, DUBLIN",Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,320000.0,2010
5662,2010-04-29,"77 RADHARC AN MHUILINN, RATHWIRE, KILLUCAN",Westmeath,140088.1,No,Yes,New Dwelling house /Apartment,158999.9935,2010
5663,2010-04-29,"79 Elderwood, Castlebridge",Wexford,173000.0,No,Yes,New Dwelling house /Apartment,196355.0,2010
5664,2010-04-29,"8 ashton avenue, swords",Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,245000.0,2010
5665,2010-04-29,"8 PEBBLE BEACH, PEBBLE DRIVE, TRAMORE",Waterford,74000.0,No,No,Second-Hand Dwelling house /Apartment,74000.0,2010
5666,2010-04-29,"81 Sandymount Rd, Dublin 4",Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,480000.0,2010
5667,2010-04-29,"87 Sycamore Road, Finglas",Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,270000.0,2010
5668,2010-04-29,"9 Carbery Park, Athy, Co Kildare",Kildare,55000.0,No,No,Second-Hand Dwelling house /Apartment,55000.0,2010
5669,2010-04-29,"9 Oak Park Grove, Santry, Dublin 9",Dublin,175500.0,No,No,Second-Hand Dwelling house /Apartment,175500.0,2010
5670,2010-04-29,"9 Oak Tree Rise, Newlands, Wexford",Wexford,160000.0,No,No,Second-Hand Dwelling house /Apartment,160000.0,2010
5671,2010-04-29,"94 Limekiln Wood, Navan",Meath,194500.0,No,No,Second-Hand Dwelling house /Apartment,194500.0,2010
5672,2010-04-29,"95 Arraview, Newcastle West",Limerick,140000.0,No,Yes,New Dwelling house /Apartment,158900.0,2010
5673,2010-04-29,"95 O'Rourke Park, Sallynoggin",Dublin,180000.0,Yes,No,Second-Hand Dwelling house /Apartment,180000.0,2010
5674,2010-04-29,"Appt 8, Hyde Sq, South Circular Rd",Dublin,152000.0,No,No,Second-Hand Dwelling house /Apartment,152000.0,2010
5675,2010-04-29,"Apt. 3, James's Walk, Rialto",Dublin,202643.17,No,Yes,New Dwelling house /Apartment,229999.99795000002,2010
5676,2010-04-29,"Athnid, Thurles",Tipperary,105000.0,No,No,Second-Hand Dwelling house /Apartment,105000.0,2010
5677,2010-04-29,"Ballaghboy, Doora, Ennis",Clare,248000.0,No,No,Second-Hand Dwelling house /Apartment,248000.0,2010
5678,2010-04-29,"Ballintlea, Mullinavat",Kilkenny,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
5679,2010-04-29,"BALLYALLOG, TULLOGHER",Kilkenny,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
5680,2010-04-29,"Carrowreagh Cooper, Tubbercurry",Sligo,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
5681,2010-04-29,"Cloonteagh, Newtownforbes",Longford,134000.0,No,No,Second-Hand Dwelling house /Apartment,134000.0,2010
5682,2010-04-29,"Currasilla  Grangemockler, Carrick on Suir",Tipperary,145000.0,No,No,Second-Hand Dwelling house /Apartment,145000.0,2010
5683,2010-04-29,"dromickbane, muckross, killarney",Kerry,300000.0,No,No,Second-Hand Dwelling house /Apartment,300000.0,2010
5684,2010-04-29,"Greenlea Cottage, Ballyhobert Upper, Youghal",Cork,164000.0,No,No,Second-Hand Dwelling house /Apartment,164000.0,2010
5685,2010-04-29,"Killarkin, Leitrim Village",Leitrim,180000.0,No,Yes,New Dwelling house /Apartment,204300.0,2010
5686,2010-04-29,"KITCHENSTOWN, NAUL",Dublin,395000.0,Yes,No,Second-Hand Dwelling house /Apartment,395000.0,2010
5687,2010-04-29,"Letterlicky House, Letterlicky, Bantry",Cork,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
5688,2010-04-29,"Lucca House, 2 Ailesbury Way, Ailesbury Road",Dublin,1500000.0,No,No,Second-Hand Dwelling house /Apartment,1500000.0,2010
5689,2010-04-29,"Main Street, Lismore",Waterford,145000.0,No,No,Second-Hand Dwelling house /Apartment,145000.0,2010
5690,2010-04-29,"Main Street, Shercock",Cavan,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
5691,2010-04-29,"no 1 DEEL TERRACE, GORT, ASKEATON",Limerick,55000.0,No,No,Second-Hand Dwelling house /Apartment,55000.0,2010
5692,2010-04-29,"no 1 new rd, ballybunion",Kerry,161000.0,No,No,Second-Hand Dwelling house /Apartment,161000.0,2010
5693,2010-04-29,"The Railway Cottage, Drumanone, Cloonloo",Roscommon,50000.0,No,No,Second-Hand Dwelling house /Apartment,50000.0,2010
5694,2010-04-30,"1 Camac View, Kilmainham, Dublin 8",Dublin,211454.0,No,Yes,New Dwelling house /Apartment,240000.29,2010
5695,2010-04-30,"102 Rathcurragh, Green Road, Newbridge",Kildare,190000.0,No,No,Second-Hand Dwelling house /Apartment,190000.0,2010
5696,2010-04-30,"103 Drisin, Ballymoneen Road, Galway",Galway,260000.0,No,No,Second-Hand Dwelling house /Apartment,260000.0,2010
5697,2010-04-30,"104 grove cottages, loughlinstown",Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,275000.0,2010
5698,2010-04-30,"10valentine villas, the lough",Cork,215000.0,No,No,Second-Hand Dwelling house /Apartment,215000.0,2010
5699,2010-04-30,"11 Seaview, Poulshone Harbour, Courtown",Wexford,118942.73,No,Yes,New Dwelling house /Apartment,134999.99855,2010
5700,2010-04-30,"11 The Paddocks Crescent, Adamstown, County Dublin",Dublin,275000.0,No,Yes,New Dwelling house /Apartment,312125.0,2010
5701,2010-04-30,"11 WOODSIDE, RATHFARNHAM",Dublin,712500.0,No,No,Second-Hand Dwelling house /Apartment,712500.0,2010
5702,2010-04-30,"111 CREAGAN, BARNA",Galway,435000.0,No,No,Second-Hand Dwelling house /Apartment,435000.0,2010
5703,2010-04-30,"119 Carrow Road, Drimnagh",Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,160000.0,2010
5704,2010-04-30,"12 Cul na Cille, Kilminon South  Clonea Rd, Dungarvan",Waterford,190000.0,No,Yes,New Dwelling house /Apartment,215650.0,2010
5705,2010-04-30,"12 Lighthouse Village, Fenit",Kerry,330000.0,No,Yes,New Dwelling house /Apartment,374550.0,2010
5706,2010-04-30,"12 Old Burrin, Carlow",Carlow,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
5707,2010-04-30,"127 the vale, Portlaoise Road, Carlow",Carlow,182000.0,No,No,Second-Hand Dwelling house /Apartment,182000.0,2010
5708,2010-04-30,"129 Adamstown Avenue, Adamstown Castle, Adamstown",Dublin,198237.88,No,Yes,New Dwelling house /Apartment,224999.9938,2010
5709,2010-04-30,"13 Hillcrest, Stonebridge, Dromahair",Leitrim,186435.0,No,Yes,New Dwelling house /Apartment,211603.725,2010
5710,2010-04-30,"13 Newtown Park, Tallaght",Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,180000.0,2010
5711,2010-04-30,"136 Killarney Heights, Bray",Wicklow,277500.0,No,No,Second-Hand Dwelling house /Apartment,277500.0,2010
5712,2010-04-30,"139 hazlebury park, clonee, .",Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
5713,2010-04-30,"14 Lanahrone Avenue, Corbally",Limerick,196000.0,No,No,Second-Hand Dwelling house /Apartment,196000.0,2010
5714,2010-04-30,"146 Dun Eoin, Ballinrea Road, Carrigaline",Cork,203000.0,No,No,Second-Hand Dwelling house /Apartment,203000.0,2010
5715,2010-04-30,"1465 Assumpta Villas, Kildare",Kildare,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
5716,2010-04-30,"16 Ballycrone Manor, Kilcoole",Wicklow,265000.0,No,Yes,New Dwelling house /Apartment,300775.0,2010
5717,2010-04-30,"16Woodstown Parade, Knocklyon, Dublin 16",Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,365000.0,2010
5718,2010-04-30,"17 COOLEEN AVENUE, BEAUMONT",Dublin,257500.0,No,No,Second-Hand Dwelling house /Apartment,257500.0,2010
5719,2010-04-30,"17 Eiscir End Road, Eiscir Meadows, Tullamore",Offaly,165000.0,No,No,Second-Hand Dwelling house /Apartment,165000.0,2010
5720,2010-04-30,"17 Landscape Gardens, Churchtown",Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,540000.0,2010
5721,2010-04-30,"175 ROSELAWN ROAD, CASTLEKNOCK",Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,360000.0,2010
5722,2010-04-30,"177 Dun Eoin, Ballinrea Rd., Carrigaline",Cork,206000.0,No,No,Second-Hand Dwelling house /Apartment,206000.0,2010
5723,2010-04-30,"18 Pairc na hAbhainn, Athenry, Galway",Galway,160000.0,No,Yes,New Dwelling house /Apartment,181600.0,2010
5724,2010-04-30,"184 Oldbridge, Osberstown, Naas",Kildare,223140.0,No,Yes,New Dwelling house /Apartment,253263.9,2010
5725,2010-04-30,"19 Gleann na Riogh Close, Naas",Kildare,240000.0,No,No,Second-Hand Dwelling house /Apartment,240000.0,2010
5726,2010-04-30,"19 Wellington Court, Novara Avenue, Bray",Wicklow,350000.0,No,No,Second-Hand Dwelling house /Apartment,350000.0,2010
5727,2010-04-30,"2 Bayview Grove, Killiney",Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,350000.0,2010
5728,2010-04-30,"2 earlsfort close, lucan, .",Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
5729,2010-04-30,"20 Drummany Fort, Butlersbridge",Cavan,148000.0,No,No,Second-Hand Dwelling house /Apartment,148000.0,2010
5730,2010-04-30,"21 Ard Glas, Ferbane",Offaly,142290.75,No,Yes,New Dwelling house /Apartment,161500.00125,2010
5731,2010-04-30,"21 Delaford Park, Knocklyon Woods, Dublin 16",Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,350000.0,2010
5732,2010-04-30,"22 Fontenoy Street, phibsboro",Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,280000.0,2010
5733,2010-04-30,"23 De Selby Rise, Blessington Road, Tallaght",Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,215000.0,2010
5734,2010-04-30,"23 Rathcarn, Moneygall",Offaly,153348.02,No,Yes,New Dwelling house /Apartment,174050.00269999998,2010
5735,2010-04-30,"23 St Mochtas Road, Clonsilla, Dublin 15",Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,265000.0,2010
5736,2010-04-30,"23 The Grove, Bettyglen, Raheny",Dublin,367000.0,No,No,Second-Hand Dwelling house /Apartment,367000.0,2010
5737,2010-04-30,"24 GLENDIEN COURT, ENFIELD, .",Meath,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
5738,2010-04-30,"24 Glenview, Rochestown Avenue, Dun Laoghaire",Dublin,547500.0,No,No,Second-Hand Dwelling house /Apartment,547500.0,2010
5739,2010-04-30,"24a, church street, skerries",Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,210000.0,2010
5740,2010-04-30,"25 DUNARD AVENUE, BLACKHORSE AVENUE, DUBLIN 7",Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
5741,2010-04-30,"25 Seacliff, Dunbur Road, Wicklow Town",Wicklow,575000.0,No,No,Second-Hand Dwelling house /Apartment,575000.0,2010
5742,2010-04-30,"26 Cherry Vale, Spittal Lane, Cloyne",Cork,229074.0,No,Yes,New Dwelling house /Apartment,259998.99,2010
5743,2010-04-30,"26 Foxborough Road, Lucan",Dublin,202000.0,No,No,Second-Hand Dwelling house /Apartment,202000.0,2010
5744,2010-04-30,"260 Wyckham Point, Wyckham Way, Dundrum",Dublin,397500.0,No,Yes,New Dwelling house /Apartment,451162.5,2010
5745,2010-04-30,"27 lios na habhainn, rooskey",Roscommon,181716.73,No,Yes,New Dwelling house /Apartment,206248.48855,2010
5746,2010-04-30,"296 Collinswood, Collins Avenue",Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,350000.0,2010
5747,2010-04-30,"3 BUNROWER COURT, ROSS ROAD, KILLARNEY",Kerry,237500.0,No,No,Second-Hand Dwelling house /Apartment,237500.0,2010
5748,2010-04-30,"3 SPRING VILLAS, TIVOLI ROAD, TRAMORE",Waterford,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
5749,2010-04-30,"30 Rathvale Avenue, Ayrfield, Dublin 13",Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,270000.0,2010
